StudentID,Name,Age,Gender,Class,Math,Science,English,History,Computer,AttendancePercent,Extracurricular,Total,Grade
S14972,Jennifer Brown,15,Female,9,84,67,61,95,59,98.08,Drama,366,C
S14973,Kyle Colon,10,Male,12,58,41,55,59,98,78.34,Debate,311,C
S14974,Joshua Miller,11,Female,5,67,41,94,43,59,62.74,Football,304,C
S14975,John Watkins,14,Female,9,64,39,69,88,60,62.51,Music,320,C
S14976,Adrian Serrano,11,Female,8,79,95,51,49,64,91.4,Football,338,C
S14977,Stephen Hawkins,11,Female,11,42,40,46,32,59,93.58,Debate,219,D
S14978,William Trevino,10,Male,8,74,50,56,68,67,81.3,Debate,315,C
S14979,Cynthia Carr,13,Female,11,59,42,54,32,33,72.86,Drama,220,D
S14980,Jerry Moody,17,Male,10,98,50,93,33,37,91.75,Drama,311,C
S14981,Michelle Delgado,14,Male,8,68,42,46,92,53,68.81,Football,301,C
S14982,Jessica Harris,16,Female,9,46,48,89,52,58,84.08,Dance,293,D
S14983,Matthew Russell,13,Female,6,88,57,89,62,76,71.31,Drama,372,C
S14984,Cassidy Maldonado,15,Female,5,30,43,46,63,78,75.17,Debate,260,D
S14985,Juan Smith,12,Female,7,81,37,54,88,56,87.98,Drama,316,C
S14986,David Phillips,13,Male,8,92,99,74,38,37,76.8,Dance,340,C
S14987,Carolyn Cook,14,Female,12,90,40,39,72,89,89.4,Music,330,C
S14988,Sharon Escobar,11,Male,12,98,84,84,56,55,89.18,Dance,377,C
S14989,Juan Williams,10,Male,8,70,81,31,65,65,77.55,Dance,312,C
S14990,Gabriel Mcdowell,13,Female,11,63,36,36,64,77,93.59,Dance,276,D
S14991,Lauren Garza,17,Female,6,36,45,79,95,54,92.21,Football,309,C
S14992,Zachary Jones,10,Female,10,46,81,51,90,98,95.99,Music,366,C
S14993,Mary Merritt,10,Male,6,79,42,42,35,95,68.41,Debate,293,D
S14994,Amanda Beck,17,Female,10,73,91,68,73,32,75.92,Debate,337,C
S14995,Bradley Harris,10,Female,10,94,58,52,46,34,95.13,Drama,284,D
S14996,Crystal Wright,13,Male,11,64,87,94,84,51,91.19,Debate,380,C
S14997,Linda Morgan,13,Female,12,51,84,63,82,39,65.74,Drama,319,C
S14998,David Smith,16,Female,11,92,93,72,48,99,61.9,None,404,B
S14999,Charles Ross,15,Male,11,44,48,97,73,30,93.27,None,292,D
S15000,Miss Denise Lane,16,Female,11,39,96,51,41,92,91.92,None,319,C
S15001,Brittany Cooper,11,Male,11,91,35,43,74,91,76.37,Drama,334,C
S15002,Steven Green,10,Male,7,69,62,49,74,54,76.38,None,308,C
S15003,Larry Davis,13,Male,5,55,52,52,59,49,73.07,Debate,267,D
S15004,Dr. Shannon Goodman,15,Male,12,68,66,60,34,53,72.3,Dance,281,D
S15005,Jessica Taylor,11,Female,7,57,77,50,40,34,80.44,Football,258,D
S15006,Aaron Hamilton,12,Female,8,92,59,90,73,87,73.3,Drama,401,B
S15007,Brianna Baker,15,Female,5,32,83,50,65,44,90.65,Football,274,D
S15008,Randy Brown,14,Female,7,75,91,64,38,63,97.49,Drama,331,C
S15009,Tracie Lewis,13,Female,7,63,39,38,82,59,92.85,Music,281,D
S15010,Raven Harvey,12,Female,5,44,80,85,75,99,76.56,Music,383,C
S15011,Wanda White,10,Female,12,83,88,35,78,89,93.8,Dance,373,C
S15012,Roger Jackson,14,Male,7,61,52,57,61,69,79.54,Dance,300,D
S15013,Andrew Roth Jr.,17,Female,9,34,73,42,45,73,68.51,Dance,267,D
S15014,Susan Phillips,17,Male,11,90,59,55,79,38,94.18,Drama,321,C
S15015,Shelly Davidson,15,Female,9,86,87,84,84,37,76.51,Drama,378,C
S15016,Christopher Harmon,14,Male,5,87,72,45,84,35,89.9,Football,323,C
S15017,Adrienne Flores,13,Male,10,31,70,39,30,93,77.71,Drama,263,D
S15018,Amy Contreras,10,Female,5,78,42,30,69,46,69.0,None,265,D
S15019,James Whitaker,14,Male,8,98,79,73,88,32,89.33,Debate,370,C
S15020,Jonathan Carey,14,Female,12,53,54,30,95,70,82.74,Football,302,C
S15021,Tyler Walton,12,Female,8,76,91,36,45,68,89.76,None,316,C
S15022,Mary Rios,16,Male,10,82,39,94,75,65,91.05,Debate,355,C
S15023,Michael Barnes,13,Male,8,78,51,85,80,97,73.02,None,391,C
S15024,Melanie Stevens,11,Male,8,32,87,92,55,34,62.29,Football,300,D
S15025,Crystal Palmer,16,Female,8,56,93,76,92,49,98.55,Music,366,C
S15026,Michael Hayes,14,Male,12,96,98,97,73,85,72.35,Football,449,B
S15027,Dr. Kevin Shaw DDS,17,Female,10,76,41,39,31,57,97.6,Drama,244,D
S15028,Glen Snyder,16,Male,9,91,67,95,92,34,67.59,Debate,379,C
S15029,Heidi Estrada,17,Male,8,50,34,31,68,91,87.33,Football,274,D
S15030,Mrs. Diane Wells,16,Female,10,92,60,48,34,63,95.18,Debate,297,D
S15031,Veronica Wood,10,Male,9,90,69,46,69,96,99.29,Football,370,C
S15032,Amanda Willis,16,Male,7,65,81,51,75,97,67.67,None,369,C
S15033,Brenda Rodriguez,16,Female,5,48,37,76,80,40,64.67,None,281,D
S15034,Aaron Valdez,12,Male,6,50,80,72,98,73,80.07,Football,373,C
S15035,Linda Pitts,12,Male,6,59,84,56,65,86,81.42,Football,350,C
S15036,Kevin Green,11,Female,12,70,34,61,60,72,62.35,None,297,D
S15037,Francisco Chapman,12,Male,7,31,69,36,35,81,91.81,Drama,252,D
S15038,Susan Steele,14,Male,7,33,49,45,81,92,85.48,Drama,300,D
S15039,Dean Lee,10,Female,12,54,73,57,56,86,74.78,Dance,326,C
S15040,John Cherry,11,Male,8,33,91,53,88,71,70.82,None,336,C
S15041,Stephanie Price,15,Male,10,88,97,78,56,48,89.05,Music,367,C
S15042,Nancy Richardson,10,Male,8,90,71,92,88,75,99.8,None,416,B
S15043,Rachael Higgins,12,Female,6,38,92,62,91,51,91.17,Drama,334,C
S15044,Jesse Rivera,16,Female,10,59,55,61,70,93,85.04,Dance,338,C
S15045,Miss Mary Morales,17,Male,7,80,88,39,71,46,61.17,Debate,324,C
S15046,Mrs. Jasmine Davis,14,Male,6,30,56,69,36,69,83.27,Music,260,D
S15047,Kathleen Perez,13,Male,12,38,71,80,94,73,74.97,Dance,356,C
S15048,Aaron Whitehead,15,Male,10,45,43,75,60,49,74.59,Drama,272,D
S15049,Sophia Weiss,15,Female,12,78,50,32,44,83,81.26,Drama,287,D
S15050,Shannon Mcclain,15,Male,6,96,36,99,59,72,94.86,None,362,C
S15051,Samuel Munoz,17,Female,10,75,64,55,43,44,89.14,None,281,D
S15052,Jennifer Koch,16,Female,9,60,87,46,51,38,92.95,Football,282,D
S15053,Michelle Johnson,16,Male,11,42,56,37,68,62,91.22,Debate,265,D
S15054,Kristy Lawson,15,Female,5,70,78,99,85,57,62.63,Drama,389,C
S15055,Diana Faulkner,13,Male,7,84,93,73,37,96,69.43,None,383,C
S15056,Mark Arnold,11,Female,7,83,86,55,43,59,73.71,Drama,326,C
S15057,Denise Perez,11,Female,11,94,80,47,92,33,77.18,Debate,346,C
S15058,Tommy Walker,17,Male,9,42,35,97,81,78,67.77,Drama,333,C
S15059,Joseph Hunt,12,Female,8,65,82,97,60,40,93.91,Football,344,C
S15060,Scott Vasquez,11,Male,11,78,50,73,98,60,60.62,Drama,359,C
S15061,Jessica Lynch,11,Male,10,77,34,61,60,53,85.66,None,285,D
S15062,Julie Keller,16,Female,8,68,95,98,71,90,78.76,Music,422,B
S15063,Neil Briggs,17,Female,10,64,59,50,50,49,82.65,Drama,272,D
S15064,Justin Downs,16,Male,8,49,48,43,88,48,75.72,Drama,276,D
S15065,Devin Reese,10,Female,6,40,60,71,61,64,61.26,Debate,296,D
S15066,April Bauer,12,Male,5,70,94,95,41,52,79.32,Music,352,C
S15067,Jason Yang,15,Female,12,81,43,94,61,94,65.13,Football,373,C
S15068,Jessica Williams,17,Male,11,82,71,68,39,32,94.64,None,292,D
S15069,Sarah Thompson,15,Female,5,99,67,58,75,69,66.87,None,368,C
S15070,Aaron Taylor,17,Female,5,54,63,43,54,32,72.38,Debate,246,D
S15071,Sarah Santiago,17,Male,12,32,49,31,68,47,79.09,Dance,227,D
S15072,Nichole Fuller,16,Male,8,60,92,89,61,74,60.92,Music,376,C
S15073,Kari Williams,15,Male,6,63,76,41,56,95,67.88,Debate,331,C
S15074,Brandon Garza,11,Male,8,56,36,41,72,78,76.03,Dance,283,D
S15075,Christopher Martinez,13,Male,8,69,35,93,48,75,73.25,None,320,C
S15076,Heather Richardson,15,Female,6,51,40,75,46,74,76.78,Football,286,D
S15077,Michele Adkins,14,Male,5,43,74,93,80,45,74.2,Football,335,C
S15078,James Johnson,12,Male,7,79,42,55,93,54,95.41,Debate,323,C
S15079,Sandra Dudley,14,Male,6,90,77,88,94,46,71.45,Music,395,C
S15080,Wayne Hall,17,Male,6,51,71,69,53,98,93.86,None,342,C
S15081,Chelsea Cook,10,Female,8,84,35,34,61,63,68.91,Drama,277,D
S15082,Kimberly Smith,16,Male,6,32,59,97,93,70,95.46,Drama,351,C
S15083,Jordan Cabrera,15,Male,10,77,45,59,67,56,70.41,Debate,304,C
S15084,Kevin Cooper,15,Female,7,50,77,70,74,55,86.17,Debate,326,C
S15085,Steven Patton,10,Male,5,78,83,82,87,80,69.66,Debate,410,B
S15086,Robert White,14,Male,8,82,42,89,77,74,94.1,Debate,364,C
S15087,Sherri Carter,11,Female,11,81,55,46,69,45,80.59,Drama,296,D
S15088,Sarah Hernandez,17,Male,7,69,48,57,54,72,81.21,Debate,300,D
S15089,Sarah Jackson,15,Male,7,95,84,78,75,64,71.89,Drama,396,C
S15090,Erica Myers,12,Male,12,59,66,33,65,91,86.29,None,314,C
S15091,Thomas Martin,10,Male,9,39,44,66,49,32,82.97,Dance,230,D
S15092,Gabriella Medina,17,Female,6,59,67,70,69,45,78.23,Debate,310,C
S15093,Tina Rodriguez,17,Female,12,85,56,58,89,31,95.78,None,319,C
S15094,Nicholas Baker,16,Female,10,47,95,99,40,79,92.32,Drama,360,C
S15095,Joel Collier,13,Male,12,97,54,40,81,60,90.74,None,332,C
S15096,David Johnson,11,Female,7,67,88,37,45,44,65.25,Dance,281,D
S15097,Elizabeth Watson,11,Female,12,94,51,75,37,91,83.9,Football,348,C
S15098,Amanda Schneider,13,Female,5,65,91,61,80,47,77.13,Debate,344,C
S15099,Perry Jones,11,Female,5,54,54,98,76,83,61.51,Debate,365,C
S15100,Seth Khan,10,Male,9,44,55,72,34,64,65.97,Football,269,D
S15101,Jessica Sandoval,17,Female,9,43,38,52,87,96,86.17,Debate,316,C
S15102,Daniel Jenkins,11,Male,12,74,74,57,70,31,79.17,Drama,306,C
S15103,Bonnie Potts,16,Male,12,67,53,97,71,78,91.38,Dance,366,C
S15104,Allison Hernandez,13,Female,8,47,53,67,39,73,83.99,Football,279,D
S15105,Mr. Kyle Thomas,12,Female,8,75,72,77,37,55,61.13,Music,316,C
S15106,Shane Vaughn,12,Female,5,92,75,60,89,79,86.6,Music,395,C
S15107,Kevin Robinson,10,Male,5,63,97,69,50,87,88.98,Dance,366,C
S15108,Jenna Brown,10,Male,10,46,40,62,84,77,79.28,None,309,C
S15109,Jacqueline Crawford,10,Male,5,66,36,49,80,71,98.91,Football,302,C
S15110,Jennifer Harrington,13,Female,12,73,92,54,52,87,67.68,Football,358,C
S15111,Daniel Cole,11,Male,6,46,75,82,50,94,98.98,None,347,C
S15112,Calvin Moss,17,Female,9,56,76,45,59,71,60.06,Debate,307,C
S15113,Taylor Hutchinson,12,Male,11,34,60,63,95,94,70.73,None,346,C
S15114,Angela Moore,15,Male,7,63,78,30,98,78,74.26,None,347,C
S15115,Aaron Cardenas,12,Male,9,50,60,54,88,97,93.42,None,349,C
S15116,Andrea Schultz,13,Female,5,35,78,98,72,97,63.7,Drama,380,C
S15117,Amanda Caldwell,13,Male,6,99,90,34,93,95,99.49,None,411,B
S15118,Bryce Gonzales,13,Male,9,68,59,80,35,44,60.07,Drama,286,D
S15119,Destiny Jones,10,Female,10,39,32,85,94,93,89.04,None,343,C
S15120,Megan Cohen,16,Female,7,81,32,79,37,72,98.43,Music,301,C
S15121,Peter Young,13,Female,5,94,44,65,97,72,82.44,None,372,C
S15122,Dustin Nichols,12,Female,10,52,64,58,31,42,88.51,Drama,247,D
S15123,Alex West,12,Female,6,47,42,41,79,85,65.25,Drama,294,D
S15124,Paul Warren,11,Female,11,55,93,86,48,91,66.52,Football,373,C
S15125,Michael Davis,15,Female,12,41,48,86,96,57,61.05,Music,328,C
S15126,Ryan Mcgrath,16,Female,10,79,90,67,60,83,65.83,Dance,379,C
S15127,David Wells,10,Male,6,46,87,89,53,31,87.95,Music,306,C
S15128,Earl Lopez,15,Male,12,37,71,69,56,65,62.54,Debate,298,D
S15129,Linda Martinez,11,Male,11,90,37,88,72,90,86.15,None,377,C
S15130,Seth Jones,12,Female,11,66,96,71,75,77,84.29,Music,385,C
S15131,Cheyenne Ashley,16,Male,6,75,72,67,93,60,66.54,Music,367,C
S15132,Hunter Bright,15,Female,10,55,99,64,92,34,72.97,Drama,344,C
S15133,Eric Mueller,16,Female,5,55,61,47,85,69,92.92,None,317,C
S15134,Jennifer Webb,15,Male,7,64,35,63,80,41,92.46,None,283,D
S15135,Jacqueline Mendoza,17,Male,6,87,81,36,72,89,75.49,None,365,C
S15136,Shannon Burke,10,Female,12,66,98,38,30,44,73.07,Dance,276,D
S15137,Patrick Phillips,13,Female,12,64,86,61,40,77,80.75,Debate,328,C
S15138,Barbara Carter,12,Female,12,30,37,30,45,70,80.41,None,212,D
S15139,Shaun Massey,14,Female,10,57,80,96,96,82,73.31,None,411,B
S15140,Julie Middleton,16,Female,11,78,82,40,84,71,87.99,Football,355,C
S15141,Robert Gomez,17,Female,5,45,55,90,91,80,67.06,None,361,C
S15142,Anna Wilson,11,Male,7,32,66,56,98,63,94.72,Debate,315,C
S15143,Alison Spencer,13,Female,9,71,86,31,41,45,83.03,Dance,274,D
S15144,Brenda Montoya,13,Male,10,80,76,72,60,95,87.84,Dance,383,C
S15145,Amanda Smith,14,Male,8,42,54,48,47,68,94.0,Dance,259,D
S15146,Timothy Hampton,17,Male,5,83,31,45,92,95,63.95,Music,346,C
S15147,Angela Edwards,15,Male,12,50,40,90,70,61,73.02,Debate,311,C
S15148,Lori Williams,10,Male,9,73,38,82,61,81,86.66,Football,335,C
S15149,Sarah Thompson,16,Female,12,76,88,74,50,93,69.78,None,381,C
S15150,Bailey Webb,13,Female,7,83,48,92,44,87,93.88,Music,354,C
S15151,Clifford Blake,11,Female,12,79,89,77,41,63,75.01,None,349,C
S15152,Michael Edwards,14,Female,10,75,49,62,35,94,63.49,Debate,315,C
S15153,Lisa Moore,14,Female,7,50,39,71,67,42,78.5,Debate,269,D
S15154,Casey King,11,Female,7,74,56,30,53,51,90.67,Debate,264,D
S15155,Austin Saunders,15,Male,5,80,49,86,47,43,69.64,None,305,C
S15156,Bethany Walton,13,Female,12,58,52,82,63,83,60.65,Football,338,C
S15157,Brett Garcia,16,Male,6,58,32,46,49,99,95.63,Debate,284,D
S15158,Chloe Bailey,14,Male,10,61,32,53,78,82,82.22,Debate,306,C
S15159,Anthony Fitzpatrick,14,Male,9,30,38,31,77,64,71.54,Drama,240,D
S15160,James Carter,11,Male,9,58,58,45,39,77,87.66,Dance,277,D
S15161,Judith Hernandez,11,Male,8,48,44,61,69,64,74.21,Dance,286,D
S15162,Tiffany Cook,10,Male,11,58,77,38,37,32,61.32,Debate,242,D
S15163,Martin Holden,17,Male,10,72,86,30,65,51,63.32,Football,304,C
S15164,Rachel Olson,14,Female,8,47,31,60,63,78,64.4,None,279,D
S15165,Stephanie Morales,11,Male,5,97,72,58,58,78,66.94,Debate,363,C
S15166,Michael Kelly Jr.,11,Male,6,52,92,94,80,68,82.55,Debate,386,C
S15167,Paige Marshall,17,Female,12,81,69,81,96,48,69.86,Drama,375,C
S15168,Tina Cruz MD,15,Male,12,90,49,73,58,80,63.94,Drama,350,C
S15169,William Gomez,11,Female,7,42,95,96,86,89,87.75,Drama,408,B
S15170,Tanya Hughes,10,Female,5,62,72,45,44,76,96.55,Music,299,D
S15171,Sandra Pearson,15,Male,8,91,39,90,87,35,77.8,Debate,342,C
S15172,Lauren Chavez,10,Female,9,74,97,72,43,30,89.0,Football,316,C
S15173,Jose Collins,11,Female,8,49,85,41,74,67,62.11,Debate,316,C
S15174,Travis Kelley,11,Male,11,54,94,73,56,74,67.66,Debate,351,C
S15175,Penny Robinson,12,Male,6,77,42,51,70,87,67.02,Drama,327,C
S15176,Gary Valdez,14,Female,7,57,56,53,77,92,60.46,Dance,335,C
S15177,Christopher Chavez,10,Male,11,36,74,76,52,67,75.24,None,305,C
S15178,Gregory Olsen,13,Male,11,87,38,47,70,85,81.47,None,327,C
S15179,Julie Johnson,16,Female,12,87,98,78,57,69,93.44,Dance,389,C
S15180,Sarah Wallace,15,Male,11,78,95,99,63,44,72.55,Debate,379,C
S15181,Brent Murphy,14,Male,5,51,55,40,66,88,87.68,Music,300,D
S15182,Scott Mckee,10,Female,6,75,41,40,44,80,97.15,Drama,280,D
S15183,Joseph King,12,Male,7,52,71,91,80,33,86.47,Drama,327,C
S15184,Travis Nash,10,Female,10,88,79,33,98,95,76.7,None,393,C
S15185,Candace Hernandez,10,Male,6,98,37,35,56,84,69.18,None,310,C
S15186,Lee Evans,14,Female,9,84,47,42,48,78,85.5,Debate,299,D
S15187,Katie Kelly,11,Female,5,92,65,51,78,70,87.74,Music,356,C
S15188,Lisa Williamson,11,Male,6,53,54,31,76,62,67.66,Debate,276,D
S15189,Corey Ramirez,14,Male,7,98,39,59,82,84,98.37,Football,362,C
S15190,Laura Hardy,16,Female,10,33,80,32,50,62,81.68,Drama,257,D
S15191,Trevor Jacobs,11,Male,5,84,43,30,90,88,93.29,Football,335,C
S15192,Luis Woodward,16,Male,9,79,56,83,83,36,82.79,None,337,C
S15193,Mark Simmons,11,Male,7,43,30,38,69,94,67.59,Football,274,D
S15194,Tracie Sherman,11,Male,6,76,90,56,79,63,80.41,None,364,C
S15195,Stephanie Petersen,13,Male,7,39,41,55,77,58,98.13,Debate,270,D
S15196,Joseph Ferguson,15,Female,10,39,99,82,34,66,62.2,Debate,320,C
S15197,Todd Page,16,Male,11,46,91,78,74,30,83.41,Dance,319,C
S15198,Brittany George,16,Female,9,36,43,80,85,38,71.49,Drama,282,D
S15199,Ashley Hunt,17,Male,6,79,30,57,80,91,74.33,Football,337,C
S15200,Brenda Martin,10,Female,6,58,32,62,90,81,69.72,Music,323,C
S15201,James Winters,17,Male,9,53,97,68,95,40,69.34,None,353,C
S15202,William Willis,14,Female,7,80,40,45,37,32,94.69,Football,234,D
S15203,Gloria Willis,14,Female,7,31,84,85,72,47,90.23,Football,319,C
S15204,Deborah Coleman,12,Female,7,86,69,47,47,43,84.7,Dance,292,D
S15205,Amber Gould,15,Male,5,67,98,78,97,87,60.37,Football,427,B
S15206,Vickie Waller,13,Female,5,96,67,44,89,87,91.89,Music,383,C
S15207,Alexander Gross,16,Male,9,54,87,35,30,95,89.39,None,301,C
S15208,Beth Smith,12,Male,6,46,33,54,30,70,78.03,None,233,D
S15209,Jason Jackson,17,Female,5,51,96,49,30,43,87.85,Debate,269,D
S15210,Brandon Gillespie,10,Female,7,94,87,55,42,82,62.11,Drama,360,C
S15211,John Robertson,12,Male,7,38,39,93,64,80,69.7,Dance,314,C
S15212,Joel Austin,13,Female,7,74,82,53,49,88,82.3,Debate,346,C
S15213,Joseph Green DVM,17,Male,10,55,30,56,82,68,98.76,Debate,291,D
S15214,Melanie Hill,14,Female,11,45,32,44,58,40,63.18,Music,219,D
S15215,Lisa King,16,Male,9,53,81,52,53,66,91.44,Music,305,C
S15216,Jeffrey Parsons,13,Female,10,60,59,43,39,82,97.12,Dance,283,D
S15217,Amanda West,10,Female,10,49,95,35,94,34,76.19,Debate,307,C
S15218,Laura Suarez,14,Male,7,65,75,80,84,98,94.54,None,402,B
S15219,Rebecca Anderson,10,Male,12,45,45,36,44,40,82.43,Drama,210,D
S15220,David Hughes,15,Male,11,66,55,34,90,48,71.1,Football,293,D
S15221,Elizabeth Little,17,Female,10,72,90,69,75,56,87.91,None,362,C
S15222,Cassandra Hernandez,14,Female,11,79,55,77,46,99,89.43,Football,356,C
S15223,Krista Sheppard,12,Male,8,36,89,68,86,41,80.29,None,320,C
S15224,Shannon Smith,17,Male,8,41,66,73,45,86,77.06,Football,311,C
S15225,Karen Wilson,15,Female,7,96,40,65,84,31,66.9,None,316,C
S15226,Brooke Roman,12,Male,8,47,89,91,72,76,77.78,Debate,375,C
S15227,Stephen Martin,14,Female,9,58,88,90,97,60,97.44,None,393,C
S15228,Dominique Zimmerman,11,Female,5,43,98,72,51,91,67.93,Debate,355,C
S15229,Kelly Phillips,11,Female,11,51,91,63,95,46,73.46,Dance,346,C
S15230,Troy Bradley,17,Female,7,92,34,83,79,79,71.75,Music,367,C
S15231,Deborah Zhang,13,Female,10,78,59,63,35,93,73.21,Music,328,C
S15232,Martha Bush,17,Female,7,79,41,72,95,43,84.73,Drama,330,C
S15233,Christopher Owens,14,Male,6,77,69,85,61,91,81.32,Dance,383,C
S15234,Christie Barnett,14,Female,9,45,54,35,64,44,77.75,Music,242,D
S15235,Chad Washington,14,Male,10,57,42,96,43,91,67.53,None,329,C
S15236,Angela Pierce,12,Female,7,61,90,42,95,95,82.49,Debate,383,C
S15237,Amanda Smith,15,Male,9,33,67,57,97,91,86.4,Dance,345,C
S15238,Ashley Bates,14,Male,5,97,35,47,63,41,99.42,Music,283,D
S15239,Lauren Flores,13,Male,6,68,48,74,43,91,89.85,Debate,324,C
S15240,Ricardo Davis,11,Female,11,83,37,97,96,94,69.87,Debate,407,B
S15241,Debbie Lindsey,15,Male,5,71,39,49,59,32,80.12,Dance,250,D
S15242,Karl Phillips,16,Female,10,68,89,75,38,45,65.26,Football,315,C
S15243,David Clark,14,Female,11,58,61,34,83,86,81.09,None,322,C
S15244,Anthony Welch,13,Female,10,70,85,49,91,70,93.73,Football,365,C
S15245,Alan Norris,12,Female,6,55,81,32,72,91,86.56,Football,331,C
S15246,Thomas Harrison,12,Male,5,81,48,76,85,37,75.94,None,327,C
S15247,Alexandra Gonzales,15,Male,9,53,36,76,43,74,76.98,Football,282,D
S15248,Kimberly Allen,13,Male,8,42,67,43,46,86,94.53,None,284,D
S15249,Jennifer Mason,17,Male,11,98,36,46,94,51,69.57,Football,325,C
S15250,Frank Gardner,11,Female,10,59,97,89,36,87,83.37,Debate,368,C
S15251,Jessica Carter MD,14,Male,5,92,95,46,62,94,67.69,Drama,389,C
S15252,Caitlin Lopez MD,12,Female,11,59,64,42,69,41,61.62,None,275,D
S15253,Jessica White,16,Female,6,47,44,85,64,70,97.46,Drama,310,C
S15254,Christopher Hunt,13,Female,7,80,68,52,37,76,72.23,Debate,313,C
S15255,William Patrick,16,Male,9,94,38,54,35,32,90.44,Football,253,D
S15256,Leslie Howard,15,Male,9,35,59,80,71,36,97.15,Music,281,D
S15257,Jasmine West,10,Male,12,62,86,36,98,32,99.23,Drama,314,C
S15258,Nicholas Brown,16,Female,12,73,55,86,94,54,82.0,Drama,362,C
S15259,Michelle Jarvis,15,Female,5,81,91,71,38,74,83.66,Debate,355,C
S15260,Michael Ford,17,Female,8,97,40,34,84,66,69.26,Dance,321,C
S15261,Angela Williams,12,Male,11,81,75,83,94,49,65.77,Music,382,C
S15262,Erin Foley,11,Female,12,60,68,46,50,49,70.25,None,273,D
S15263,Tony Bailey,10,Female,6,74,51,35,92,44,93.72,Music,296,D
S15264,Miss Kayla Roberson,11,Female,5,34,42,65,38,55,88.98,Music,234,D
S15265,Cynthia Newman DDS,16,Female,11,65,55,68,87,93,72.23,Football,368,C
S15266,Daniel Mccormick,12,Female,9,55,65,46,72,58,95.0,Football,296,D
S15267,Michelle Morales,15,Female,10,89,30,57,73,63,80.47,None,312,C
S15268,Brandi Ibarra,13,Female,8,50,32,74,45,31,75.7,None,232,D
S15269,Erica Burke,15,Male,5,38,93,72,83,77,90.55,Music,363,C
S15270,Gina Oliver,10,Male,5,36,42,32,32,91,69.88,Drama,233,D
S15271,Cody Henson,17,Male,11,47,41,72,63,30,67.09,Football,253,D
S15272,Anna Rodriguez,10,Female,8,97,83,66,99,63,68.6,Dance,408,B
S15273,John Caldwell,12,Female,9,60,94,91,51,92,82.2,Dance,388,C
S15274,Justin Bray,15,Female,5,38,66,49,33,58,92.84,Debate,244,D
S15275,Mr. Calvin Davis,12,Male,12,40,74,81,71,37,73.55,Football,303,C
S15276,Kenneth Burke,17,Male,10,80,44,74,36,98,65.92,Football,332,C
S15277,Gary Martinez,16,Female,9,51,31,76,54,97,93.36,Music,309,C
S15278,Joy Brooks,14,Male,12,91,51,86,88,52,96.68,Debate,368,C
S15279,April Stein,14,Female,7,82,98,73,78,47,87.69,Dance,378,C
S15280,Meghan Christian,16,Male,6,49,92,33,99,43,60.48,None,316,C
S15281,Richard Crawford,12,Female,5,87,51,75,50,78,99.56,None,341,C
S15282,Christopher Ruiz,10,Female,5,79,81,50,59,68,65.84,Drama,337,C
S15283,Thomas Clark,15,Male,7,40,92,95,51,90,85.27,Music,368,C
S15284,Amanda Lopez,17,Female,10,84,33,86,50,95,64.43,Music,348,C
S15285,Daniel Brown,17,Female,11,89,91,82,75,97,64.78,Drama,434,B
S15286,Benjamin Velasquez,12,Female,5,34,98,71,69,66,94.91,None,338,C
S15287,Jo Collins,16,Male,5,38,59,64,96,98,64.66,Debate,355,C
S15288,Ronald Ball,15,Female,8,73,61,37,47,66,65.13,Debate,284,D
S15289,Terry Stewart,16,Male,12,84,49,46,70,46,83.19,Debate,295,D
S15290,Jennifer Garcia,13,Female,12,72,36,54,38,69,79.53,Football,269,D
S15291,Robert Wilson,15,Female,10,44,95,64,60,76,78.99,Drama,339,C
S15292,Kyle Martin,17,Female,11,66,80,64,37,63,90.77,Dance,310,C
S15293,Gregory Hawkins,17,Female,7,71,44,77,95,86,84.52,Debate,373,C
S15294,Frances Harrison,12,Male,9,94,72,54,80,80,79.12,None,380,C
S15295,Scott Thompson,10,Female,8,77,34,97,37,85,83.28,Debate,330,C
S15296,Erik Thomas,15,Female,5,60,81,52,76,75,75.62,Debate,344,C
S15297,Stephen Smith,13,Male,11,93,43,44,94,34,78.97,None,308,C
S15298,Jennifer Morris,15,Female,12,34,73,65,86,48,96.49,Music,306,C
S15299,Suzanne Calhoun,12,Male,9,38,65,60,49,37,64.35,Debate,249,D
S15300,Katelyn Owens,10,Male,10,48,75,76,84,46,68.57,Football,329,C
S15301,Andre Lopez,13,Male,7,66,69,30,52,63,75.51,Football,280,D
S15302,Erika Snow,12,Female,9,99,54,51,37,49,64.5,Dance,290,D
S15303,Sarah Lutz,15,Male,7,37,69,42,84,61,90.62,Debate,293,D
S15304,Shawna Adams,12,Male,10,78,33,65,44,38,61.24,Dance,258,D
S15305,Carlos Parsons,12,Female,11,48,76,38,69,56,69.08,None,287,D
S15306,Melanie Gutierrez,15,Female,6,99,58,71,58,98,63.31,Drama,384,C
S15307,Sarah Espinoza,16,Female,7,64,79,79,48,57,95.9,Debate,327,C
S15308,Christine Walter,11,Female,6,78,67,68,50,57,82.98,Debate,320,C
S15309,Tommy Duncan,11,Male,9,68,46,94,80,71,93.89,Music,359,C
S15310,Denise Finley,17,Female,12,95,30,58,56,87,75.56,Debate,326,C
S15311,Brittany Jackson,16,Male,12,35,99,57,59,31,85.32,Football,281,D
S15312,Lisa Wright,12,Male,12,55,84,38,70,46,61.12,Drama,293,D
S15313,Kevin Stewart,11,Female,8,54,48,81,39,39,72.86,Drama,261,D
